name,gender,City,State,Age,charges
uma shankar,m,Pali,Rajasthan,65,"Breach of contract, Land encroachment, Money laundering (PMLA)"
chander prakash,m,Raurkela,Odisha,28,"Cheating (Sec 415), Atrocities against SC/ST (SC/ST Act)"
surajbhan_1.0,m,Puri,Odisha,41,"Theft (Sec 378), Pollution Control Board violations, Partition suits"
saroj_6.0,f,Jodhpur,Rajasthan,47,Abetment of suicide (Sec 306)
ishwar singh_1.0,m,Ratlam,Madhya Pradesh,66,Assault (Sec 351)
najma,f,Panaji,Goa,62,Hacking
manoj_9.0,m,Port Blair,Andaman and Nicobar Islands,53,Civil contempt
prashant,m,Barddhaman,West Bengal,73,"Child custody, Money laundering"
mohd parvez,m,Gulbarga,Karnataka,29,Driving without a license
vikash_7.0,m,Tirunelveli,Tamil Nadu ,38,"Divorce and matrimonial issues, Criminal misappropriation (Sec 403), Adultery (Sec 497 now decriminalized)"
sheetal_4.0,f,Hospet,Karnataka,68,Property disputes
anish bansal,m,Samlaipadar,Odisha,75,"Money laundering (PMLA), Criminal contempt, Adultery (Sec 497 now decriminalized)"
laxmi_21.0,f,Raipur,Chhattisgarh,73,"Divorce and matrimonial issues, Narcotic Drugs and Psychotropic Substances offences (NDPS Act)"
ram lata,f,Abohar,Punjab,46,"Murder (Sec 302), Drunk driving, Dowry death (Sec 304B)"
kartik_1.0,m,Bakshpur,Uttar Pradesh,78,"Abetment of suicide (Sec 306), Assault (Sec 351)"
rizwana_3.0,f,Kavaratti,Lakshadweep,52,Illegal possession or use of arms (Arms Act)
ravi rawat,m,Nizamabad,Telangana,76,"Sedition (Sec 124A), Narcotic Drugs and Psychotropic Substances offences (NDPS Act)"
rekha_22.0,f,Indore,Madhya Pradesh,45,"Civil contempt, Atrocities against SC/ST (SC/ST Act), Driving without a license"
sania parveen_2.0,f,Raurkela,Odisha,51,"Assault (Sec 351), Property disputes, Illegal possession or use of arms (Arms Act)"
shanty mandal,f,Latur,Maharashtra,42,Illegal possession or use of arms (Arms Act)
amit kumar_15.0,m,Diu,Daman and Diu,21,Culpable homicide (Sec 304)
suman_28.0,f,Mahabubnagar,Telangana,50,Kidnapping (Sec 363–369)
sona_1.0,f,Vellore,Tamil Nadu ,60,Unlawful activities (UAPA)
kajal_21.0,f,Pune,Maharashtra,62,"Violation of traffic signals, Extortion (Sec 383)"
ashu_2.0,m,Raichur,Karnataka,80,"Rape (Sec 376), Criminal contempt"
bharatlal meena,m,Amritsar,Punjab,25,"Child custody, Sexual offences against children (POSCO Act)"
bablu saini,m,Abohar,Punjab,45,"Waging war against the Government (Sec 121), Criminal contempt"
pooja gop,f,Kolar,Karnataka,52,Property disputes
meena_11.0,f,Tharati Etawah,Uttar Pradesh,26,"Data theft, Money laundering (PMLA), Environmental violations (EPA)"
parmod_3.0,m,Muzaffarpur,Bihar,41,Partition suits
ram lal_1.0,m,Aurangabad,Maharashtra,28,Robbery (Sec 392)
manpreet kaur,f,Jamshedpur,Jharkhand,43,"Rape (Sec 376), Robbery (Sec 392)"
dharmender_3.0,m,Nagercoil,Tamil Nadu ,68,"Forgery (Sec 463), Fraud, Breach of contract"
karmbir,m,Bamanpuri,Uttar Pradesh,24,"Theft (Sec 378), Cyber stalking"
manju devi_4.0,f,Nandyal,Andhra Pradesh,68,Partition suits
nisha_24.0,f,Ratlam,Madhya Pradesh,20,"Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Partition suits"
narinder,m,Hyderabad,Telangana,65,"Breach of contract, Civil contempt, Dowry death (Sec 304B)"
jyoti gupta,f,Ludhiana,Punjab,68,"Assault (Sec 351), Murder (Sec 302), Atrocities against SC/ST (SC/ST Act)"
sitaram pal,m,Silvassa,Dadra and Nagar Haveli,71,"Pollution Control Board violations, Sexual offences against children (POSCO Act)"
javed_1.0,m,Nasik,Maharashtra,52,Rape (Sec 376)
laldhari ram,m,Patiala,Punjab,65,"Murder (Sec 302), Waging war against the Government (Sec 121)"
gaurav_10.0,m,Krishnanagar,West Bengal,20,"Environmental violations (EPA), Property disputes, Kidnapping (Sec 363–369)"
md. aakil,m,Bhopal ,Madhya Pradesh,52,"Illegal possession or use of arms (Arms Act), Online harassment"
priya_13.0,f,Mysore,Karnataka,49,"Waging war against the Government (Sec 121), Sexual offences against children (POSCO Act)"
gudiya_2.0,f,Valparai,Tamil Nadu ,51,"Money laundering, Land encroachment"
radhika_3.0,f,Jorhat,Assam,27,"Land encroachment, Environmental violations (EPA), Atrocities against SC/ST (SC/ST Act)"
manmohan kandwal,m,Bengaluru,Karnataka,26,Theft (Sec 378)
manormapal,f,Haldia,West Bengal,72,"Cruelty by husband or relatives (Sec 498A), Civil contempt"
rahul_35.0,m,Nizamabad,Telangana,56,"Drunk driving, Adultery (Sec 497 now decriminalized)"
subhash_2.0,m,Bhatpara,West Bengal,23,"Money laundering (PMLA), Cheating (Sec 415), Counterfeiting currency (Sec 489A)"
fhaishal amahad,m,Gurugram,Haryana,58,"Civil contempt, Divorce and matrimonial issues"
tushal bhandri,m,Tharati Etawah,Uttar Pradesh,67,"Violation of traffic signals, Culpable homicide (Sec 304), Sedition (Sec 124A)"
satyam_4.0,m,Allahabad,Uttar Pradesh,75,"Money laundering (PMLA), Adultery (Sec 497 now decriminalized), Illegal possession or use of arms (Arms Act)"
anchal_1.0,f,Pali,Rajasthan,56,Property disputes
anjana,f,Vellore,Tamil Nadu ,76,"Drunk driving, Counterfeiting currency (Sec 489A), Overspeeding"
sunita indora,f,Rajahmundry,Andhra Pradesh,61,Sexual offences against children (POSCO Act)
pujja,m,Bakshpur,Uttar Pradesh,76,"Breach of contract, Unlawful activities (UAPA)"
satender_2.0,m,Bhopal ,Madhya Pradesh,50,Criminal contempt
rekha vays,f,Asansol,West Bengal,64,Extortion (Sec 383)
avdhesh,m,Sangli,Maharashtra,44,"Consumer complaints, Cheating (Sec 415), Counterfeiting currency (Sec 489A)"
vikash_8.0,m,Mangalore,Karnataka,73,"Money laundering, Robbery (Sec 392), Counterfeiting currency (Sec 489A)"
sunita_23.0,f,Sangli,Maharashtra,27,"Driving without a license, Dowry death (Sec 304B), Bigamy (Sec 494)"
geesa kha,m,Ramagundam,Telangana,56,Property disputes
bhawana_4.0,f,Hapur,Uttar Pradesh,73,"Extortion (Sec 383), Abetment of suicide (Sec 306), Online harassment"
kusum_3.0,f,Bhagalpur,Bihar,23,Theft (Sec 378)
anandi lal,m,Raichur,Karnataka,70,"Extortion (Sec 383), Concealing intent to wage war (Sec 123), Civil contempt"
jai prakash_1.0,m,Tharati Etawah,Uttar Pradesh,22,"Robbery (Sec 392), Abetment of suicide (Sec 306), Theft (Sec 378)"
harshit_1.0,m,Saharanpur,Uttar Pradesh,68,"Culpable homicide (Sec 304), Cheating (Sec 415)"
dolly_1.0,f,Tiruvannamalai,Tamil Nadu ,47,"Bigamy (Sec 494), Property disputes"
sandhaya,m,Bharauri,Uttar Pradesh,30,Fraud
shubham giri_1.0,m,Tezpur,Assam,56,"Criminal misappropriation (Sec 403), Unlawful activities (UAPA), Theft (Sec 378)"
shaina,f,Haldia,West Bengal,37,Adultery (Sec 497 now decriminalized)
deepak kumar_7.0,m,Shillong ,Meghalaya,64,"Overspeeding, Cruelty by husband or relatives (Sec 498A), Violation of traffic signals"
jyoti_44.0,f,Talcher,Odisha,76,Unlawful activities (UAPA)
afsana khatun,f,Warangal,Telangana,76,"Cruelty by husband or relatives (Sec 498A), Culpable homicide (Sec 304), Cheating (Sec 415)"
savan,m,Abohar,Punjab,31,Breach of contract
keshar ansari,m,Shillong ,Meghalaya,41,"Murder (Sec 302), Criminal misappropriation (Sec 403)"
gauri shanka,m,Mahabubnagar,Telangana,49,"Drunk driving, Data theft"
anamika,f,Asansol,West Bengal,30,"Online harassment, Consumer complaints"
rajesh_14.0,m,Aurangabad,Bihar,23,"Criminal breach of trust (Sec 405), Concealing intent to wage war (Sec 123)"
jakra khatoon,f,Sikar,Rajasthan,29,"Land encroachment, Online harassment"
ashish rout,m,Patna,Bihar,23,Partition suits
neha pandey,f,Kakinada,Andhra Pradesh,62,Hacking
vandana kumari,f,Meerut,Uttar Pradesh,75,"Illegal possession or use of arms (Arms Act), Property disputes, Forgery (Sec 463)"
manoj kumar_11.0,m,Asansol,West Bengal,25,"Kidnapping (Sec 363–369), Pollution Control Board violations"
kamlesh_6.0,m,Thiruvananthapuram,Kerala,28,"Criminal contempt, Money laundering"
krisana braman,m,Sirsa,Haryana,73,"Rape (Sec 376), Culpable homicide (Sec 304)"
,f,Tirupati,Andhra Pradesh,63,"Sexual offences against children (POSCO Act), Concealing intent to wage war (Sec 123)"
hema_2.0,f,Warangal,Telangana,23,"Online harassment, Criminal breach of trust (Sec 405)"
kushamvir,f,Nagercoil,Tamil Nadu ,29,Murder (Sec 302)
geeta_11.0,f,Adilabad,Telangana,62,"Hacking, Atrocities against SC/ST (SC/ST Act)"
rekha_23.0,f,Ramagundam,Telangana,59,"Waging war against the Government (Sec 121), Forgery (Sec 463)"
kulsum,f,Ajmer,Rajasthan,56,Consumer complaints
jadu nath,m,Raurkela,Odisha,33,"Bigamy (Sec 494), Cruelty by husband or relatives (Sec 498A)"
kiran_20.0,f,Mirzapur,Uttar Pradesh,21,Concealing intent to wage war (Sec 123)
bhawana devi,f,Budaun,Uttar Pradesh,61,"Criminal contempt, Driving without a license"
sajiya,f,Jaipur,Rajasthan,58,"Sedition (Sec 124A), Culpable homicide (Sec 304)"
minakshi_7.0,f,Raurkela,Odisha,57,"Criminal breach of trust (Sec 405), Violation of traffic signals, Rape (Sec 376)"
manoj_10.0,m,Silvassa,Dadra and Nagar Haveli,55,Pollution Control Board violations
vichitra sharma,m,Kochi,Kerala,39,"Cyber stalking, Breach of contract"
manish_11.0,m,Bhiwandi,Maharashtra,67,"Bigamy (Sec 494), Money laundering (PMLA), Criminal misappropriation (Sec 403)"
seema_22.0,f,Amaravati,Maharashtra,61,Adultery (Sec 497 now decriminalized)
ravinder singh,m,Dibrugarh,Assam,34,"Overspeeding, Murder (Sec 302), Theft (Sec 378)"
preeti_22.0,f,Firozabad,Uttar Pradesh,50,Unlawful activities (UAPA)
anju_16.0,f,Salem,Tamil Nadu ,52,"Dowry death (Sec 304B), Kidnapping (Sec 363–369), Forgery (Sec 463)"
mahasingh,m,Rampura,Rajasthan,43,Pollution Control Board violations
kiran_21.0,f,Akola,Maharashtra,38,Drunk driving
meena_12.0,f,Rampura,Rajasthan,78,Attempt to murder (Sec 307)
md kadir,m,Bhopal ,Madhya Pradesh,69,"Environmental violations (EPA), Criminal misappropriation (Sec 403), Theft (Sec 378)"
mula ram,m,Bhavnagar,Gujarat,59,"Dowry death (Sec 304B), Property disputes"
chanda devi,f,Chandigarh ,Chandigarh,69,"Adultery (Sec 497 now decriminalized), Bigamy (Sec 494)"
devender singh_1.0,m,Bulandshahr,Uttar Pradesh,76,"Online harassment, Data theft, Dacoity (Sec 395)"
manender pratap,m,Tharati Etawah,Uttar Pradesh,22,Criminal misappropriation (Sec 403)
asha_15.0,f,Jaipur,Rajasthan,75,Robbery (Sec 392)
meti kumari,f,Panipat,Haryana,71,"Data theft, Cruelty by husband or relatives (Sec 498A)"
suraj_7.0,m,Panipat,Haryana,61,"Breach of contract, Dowry death (Sec 304B)"
sunil kumar_8.0,m,Alappuzha,Kerala,59,Sexual offences against children (POSCO Act)
lavtar singh,m,Lucknow,Uttar Pradesh,59,Hacking
abhi,m,Alipurduar,West Bengal,61,Cruelty by husband or relatives (Sec 498A)
gorav_3.0,m,Mahabubnagar,Telangana,29,Concealing intent to wage war (Sec 123)
salin malhotra,m,Tiruvannamalai,Tamil Nadu ,55,"Cruelty by husband or relatives (Sec 498A), Concealing intent to wage war (Sec 123)"
vikas gupta,m,Haora,West Bengal,65,Abetment of suicide (Sec 306)
jyoti_45.0,f,Khanapur,Maharashtra,64,"Criminal misappropriation (Sec 403), Adultery (Sec 497 now decriminalized), Narcotic Drugs and Psychotropic Substances offences (NDPS Act)"
naveen lal,m,Bhilai,Chhattisgarh,32,"Environmental violations (EPA), Partition suits, Sedition (Sec 124A)"
aman_8.0,m,Dibrugarh,Assam,24,"Atrocities against SC/ST (SC/ST Act), Attempt to murder (Sec 307), Pollution Control Board violations"
mena,f,Thiruvananthapuram,Kerala,70,"Waging war against the Government (Sec 121), Criminal breach of trust (Sec 405), Overspeeding"
rohthash,m,Khanapur,Maharashtra,66,"Criminal breach of trust (Sec 405), Civil contempt"
deepak_32.0,m,Guntur,Andhra Pradesh,24,"Extortion (Sec 383), Violation of traffic signals, Criminal misappropriation (Sec 403)"
haider ali_1.0,m,Lucknow,Uttar Pradesh,36,"Sedition (Sec 124A), Adultery (Sec 497 now decriminalized), Forgery (Sec 463)"
vivek sharma_1.0,m,Delhi,Delhi,79,"Culpable homicide (Sec 304), Partition suits, Overspeeding"
sohil,m,Bijapur,Karnataka,22,Adultery (Sec 497 now decriminalized)
deepu_3.0,m,Hyderabad,Telangana,58,"Abetment of suicide (Sec 306), Online harassment, Pollution Control Board violations"
jiwan dhir,m,Aurangabad,Bihar,43,Civil contempt
ritunjay tiwari,m,Mathura,Uttar Pradesh,47,"Breach of contract, Driving without a license"
upasna,f,Patna,Bihar,27,"Adultery (Sec 497 now decriminalized), Overspeeding"
sanni,m,Brajrajnagar,Odisha,62,"Unlawful activities (UAPA), Environmental violations (EPA)"
krishan_4.0,m,Gaya,Bihar,23,"Cyber stalking, Extortion (Sec 383), Narcotic Drugs and Psychotropic Substances offences (NDPS Act)"
abhimanyu_1.0,m,Dhanbad,Jharkhand,25,"Unlawful activities (UAPA), Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Child custody"
davender dass,m,Dibrugarh,Assam,77,Dowry death (Sec 304B)
madhu kumari,f,Brahmapur,Odisha,36,Cruelty by husband or relatives (Sec 498A)
parveen_1.0,m,Hisar,Haryana,52,Dacoity (Sec 395)
ashok kumar_12.0,m,Gaya,Bihar,30,"Dowry death (Sec 304B), Consumer complaints"
ram bai,f,Bhagalpur,Bihar,71,"Kidnapping (Sec 363–369), Illegal possession or use of arms (Arms Act), Unlawful activities (UAPA)"
dharmender_4.0,m,Alwar,Rajasthan,52,"Culpable homicide (Sec 304), Sexual offences against children (POSCO Act), Pollution Control Board violations"
makbul,m,Kota,Rajasthan,71,"Child custody, Sexual offences against children (POSCO Act), Divorce and matrimonial issues"
kala,m,Alwar,Rajasthan,45,"Fraud, Atrocities against SC/ST (SC/ST Act)"
uma shankar_1.0,m,Abohar,Punjab,66,Abetment of suicide (Sec 306)
salim_2.0,m,Cuttack,Odisha,51,"Dowry death (Sec 304B), Online harassment, Robbery (Sec 392)"
kaushal_2.0,f,Meerut,Uttar Pradesh,44,Property disputes
luxmi rani,f,Agartala,Tripura,51,"Online harassment, Fraud"
nisha kumari,f,Coimbatore,Tamil Nadu ,71,"Criminal contempt, Drunk driving, Unlawful activities (UAPA)"
pooja_89.0,f,Alipurduar,West Bengal,75,"Rape (Sec 376), Hacking"
smt rubi,f,Karnal,Haryana,38,"Forgery (Sec 463), Criminal contempt"
नफीस बेग,m,Allahabad,Uttar Pradesh,33,"Partition suits, Murder (Sec 302)"
md javed,m,Gwalior,Madhya Pradesh,43,"Drunk driving, Consumer complaints, Narcotic Drugs and Psychotropic Substances offences (NDPS Act)"
sajjan,m,Brajrajnagar,Odisha,40,"Environmental violations (EPA), Divorce and matrimonial issues"
shiv paswan,m,Jaipur,Rajasthan,39,"Theft (Sec 378), Money laundering (PMLA), Criminal breach of trust (Sec 405)"
gorav kumar,m,Bharatpur,Rajasthan,63,Environmental violations (EPA)
annu_6.0,f,Dhanbad,Jharkhand,44,"Dacoity (Sec 395), Property disputes"
toshar bhatiya,m,Bhubaneshwar,Odisha,68,Divorce and matrimonial issues
heera kumari,f,Aizawl  ,Mizoram,23,"Robbery (Sec 392), Assault (Sec 351)"
pragati singh,f,Amritsar,Punjab,59,"Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Child custody"
priyanka_22.0,f,Bhatpara,West Bengal,64,"Kidnapping (Sec 363–369), Money laundering, Abetment of suicide (Sec 306)"
ram govind,m,Malegaon Camp,Maharashtra,28,Robbery (Sec 392)
nikki_3.0,f,Bareilly,Uttar Pradesh,74,Driving without a license
meeta jain,f,Aurangabad,Bihar,37,"Environmental violations (EPA), Hacking, Money laundering (PMLA)"
rekha devi_1.0,f,Alipurduar,West Bengal,74,"Fraud, Bigamy (Sec 494)"
deepak_33.0,m,Kolar,Karnataka,32,Violation of traffic signals
kiran_22.0,f,Madurai,Tamil Nadu ,48,Data theft
monika_11.0,f,Budaun,Uttar Pradesh,26,"Unlawful activities (UAPA), Drunk driving, Bigamy (Sec 494)"
rahul_36.0,m,Daman,Daman and Diu,42,Sexual offences against children (POSCO Act)
anita_24.0,f,Nagercoil,Tamil Nadu ,72,"Waging war against the Government (Sec 121), Murder (Sec 302), Drunk driving"
shefali@puja,f,Haora,West Bengal,32,Murder (Sec 302)
madhu_6.0,f,Bhavnagar,Gujarat,46,Violation of traffic signals
rupender kaur,f,Akola,Maharashtra,48,Waging war against the Government (Sec 121)
amarjeet singh_1.0,m,Ghaziabad,Uttar Pradesh,68,"Forgery (Sec 463), Sexual offences against children (POSCO Act), Money laundering"
sonu_20.0,m,Dispur,Assam,44,"Environmental violations (EPA), Sedition (Sec 124A), Divorce and matrimonial issues"
popinder,m,Bharauri,Uttar Pradesh,26,Partition suits
asha_16.0,f,Hyderabad,Telangana,67,"Consumer complaints, Data theft, Theft (Sec 378)"
mrs. sadiya,f,Imphal,Manipur,39,"Illegal possession or use of arms (Arms Act), Land encroachment, Data theft"
kanchan_13.0,f,Saidpur,Jammu and Kashmir,45,Online harassment
simran malhotra,m,Vadodara,Gujarat,23,Money laundering (PMLA)
kiriti,f,Ahmadnagar,Maharashtra,44,"Online harassment, Civil contempt"
shahid_2.0,m,Muzaffarpur,Bihar,59,"Divorce and matrimonial issues, Adultery (Sec 497 now decriminalized), Criminal contempt"
manisha_21.0,f,New Delhi,Delhi,22,Money laundering (PMLA)
pinki_13.0,f,Sirsa,Haryana,53,"Breach of contract, Criminal contempt"
mehtab alam,m,Latur,Maharashtra,72,"Sedition (Sec 124A), Extortion (Sec 383)"
nazir ali,m,Chikka Mandya,Karnataka,75,Cheating (Sec 415)
simran dhawan,f,Muzaffarnagar,Uttar Pradesh,70,"Child custody, Breach of contract"
sudma aggarwal,f,Hindupur,Andhra Pradesh,49,"Assault (Sec 351), Property disputes"
lalita_8.0,f,Ahmadnagar,Maharashtra,74,"Kidnapping (Sec 363–369), Criminal misappropriation (Sec 403)"
kamlesh_7.0,f,Panipat,Haryana,53,"Partition suits, Abetment of suicide (Sec 306), Pollution Control Board violations"
munni devi_3.0,f,Guwahati,Assam,68,"Criminal breach of trust (Sec 405), Cruelty by husband or relatives (Sec 498A)"
hema mehta,f,Gangtok,Sikkim,30,"Driving without a license, Criminal contempt"
mohd jaid,m,Shillong ,Meghalaya,33,"Dowry death (Sec 304B), Violation of traffic signals, Hacking"
jyoti_46.0,f,Karur,Tamil Nadu ,65,"Criminal misappropriation (Sec 403), Robbery (Sec 392), Attempt to murder (Sec 307)"
anil_6.0,m,Kumbakonam,Tamil Nadu ,48,"Consumer complaints, Environmental violations (EPA)"
jyoti_47.0,f,Panipat,Haryana,53,"Violation of traffic signals, Culpable homicide (Sec 304)"
raminder kaur,f,Kochi,Kerala,45,"Culpable homicide (Sec 304), Illegal possession or use of arms (Arms Act), Violation of traffic signals"
,f,Sangli,Maharashtra,53,Atrocities against SC/ST (SC/ST Act)
pooja_90.0,f,Bulandshahr,Uttar Pradesh,51,Overspeeding
rajni_6.0,f,Brahmapur,Odisha,37,"Attempt to murder (Sec 307), Cyber stalking"
gurprit,m,Chennai,Tamil Nadu ,61,"Abetment of suicide (Sec 306), Pollution Control Board violations, Criminal misappropriation (Sec 403)"
नरेन्‍द्रि‍संह,m,Samlaipadar,Odisha,60,Counterfeiting currency (Sec 489A)
sonu_21.0,f,Krishnapuram,Tamil Nadu ,46,"Kidnapping (Sec 363–369), Illegal possession or use of arms (Arms Act)"
nitin chahal,m,Mirzapur,Uttar Pradesh,22,Breach of contract
vimal dhakad,m,Alwar,Rajasthan,55,Cyber stalking
partul gautam,m,Jorapokhar,Jharkhand,43,"Drunk driving, Divorce and matrimonial issues, Kidnapping (Sec 363–369)"
jyoti_48.0,f,Aizawl  ,Mizoram,25,"Child custody, Counterfeiting currency (Sec 489A)"
rajneesh kumar,m,Nandyal,Andhra Pradesh,59,Hacking
jaiprkesh,m,Tezpur,Assam,65,Driving without a license
reshmi sarkar,f,New Delhi,Delhi,71,"Cyber stalking, Kidnapping (Sec 363–369), Theft (Sec 378)"
bohati devi,f,Madurai,Tamil Nadu ,59,Environmental violations (EPA)
lilabai,f,Ludhiana,Punjab,59,"Environmental violations (EPA), Fraud"
amarjeet singh_2.0,m,Pali,Rajasthan,32,"Attempt to murder (Sec 307), Money laundering, Extortion (Sec 383)"
anju devi_1.0,f,Krishnanagar,West Bengal,48,Theft (Sec 378)
paramjeet kaur,f,Tonk,Rajasthan,25,Fraud
chander sekher,m,Puducherry,Puducherry,33,"Money laundering, Driving without a license"
richa kumari_1.0,f,Faridabad,Haryana,71,"Theft (Sec 378), Consumer complaints, Robbery (Sec 392)"
jyoti_49.0,f,Allahabad,Uttar Pradesh,45,"Divorce and matrimonial issues, Money laundering"
chandni_5.0,f,Hisar,Haryana,76,Unlawful activities (UAPA)
manoj jain,m,Brajrajnagar,Odisha,54,"Illegal possession or use of arms (Arms Act), Hacking"
davinder,m,Bhiwani,Haryana,63,"Dacoity (Sec 395), Illegal possession or use of arms (Arms Act), Assault (Sec 351)"
rafal singh,m,Saugor,Madhya Pradesh,57,"Adultery (Sec 497 now decriminalized), Online harassment"
zainab,f,Agra,Uttar Pradesh,69,"Consumer complaints, Fraud, Driving without a license"
sahil @bohlu,m,Bhiwani,Haryana,73,"Illegal possession or use of arms (Arms Act), Counterfeiting currency (Sec 489A)"
tarun upadhyay,m,Kohima,Nagaland,22,"Breach of contract, Murder (Sec 302)"
saidul,m,Port Blair,Andaman and Nicobar Islands,48,"Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Criminal misappropriation (Sec 403), Dowry death (Sec 304B)"
mayank_1.0,m,Guwahati,Assam,27,Drunk driving
azad singh_1.0,m,Jorapokhar,Jharkhand,79,"Property disputes, Breach of contract, Attempt to murder (Sec 307)"
satish chand,m,Parbhani,Maharashtra,26,"Atrocities against SC/ST (SC/ST Act), Illegal possession or use of arms (Arms Act), Robbery (Sec 392)"
priyanka_23.0,f,Jhansi,Uttar Pradesh,64,Cheating (Sec 415)
दीपक कुमार,m,Itanagar,Arunachal Pradesh,68,"Unlawful activities (UAPA), Assault (Sec 351), Waging war against the Government (Sec 121)"
sana khatoon,f,Hapur,Uttar Pradesh,53,Rape (Sec 376)
shivani_20.0,f,Bhavnagar,Gujarat,59,"Breach of contract, Data theft, Murder (Sec 302)"
manish kumar_5.0,m,Udaipur,Rajasthan,20,"Land encroachment, Money laundering"
rajbir@changa,m,Khanapur,Maharashtra,42,"Concealing intent to wage war (Sec 123), Consumer complaints"
deep mala,f,Silchar,Assam,27,Theft (Sec 378)
seema_23.0,f,Tiruchchirappalli,Tamil Nadu ,51,"Criminal breach of trust (Sec 405), Culpable homicide (Sec 304), Rape (Sec 376)"
rada bai,f,Ajmer,Rajasthan,42,Criminal breach of trust (Sec 405)
chander shaker,m,Aligarh,Uttar Pradesh,63,"Unlawful activities (UAPA), Money laundering"
durga_1.0,f,Saugor,Madhya Pradesh,56,"Waging war against the Government (Sec 121), Partition suits, Robbery (Sec 392)"
binnu,f,Nizamabad,Telangana,42,Sexual offences against children (POSCO Act)
sharda_3.0,f,Hisar,Haryana,28,"Data theft, Murder (Sec 302)"
nisha_25.0,f,Kolkata ,West Bengal,60,"Dowry death (Sec 304B), Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Data theft"
laxmi_22.0,f,Vizianagaram,Andhra Pradesh,66,"Property disputes, Hacking, Data theft"
shabnam_6.0,f,Talcher,Odisha,66,"Partition suits, Divorce and matrimonial issues"
kanchan bai,f,Mangalore,Karnataka,24,"Atrocities against SC/ST (SC/ST Act), Money laundering, Rape (Sec 376)"
aarti_23.0,f,Chandigarh ,Chandigarh,24,Sedition (Sec 124A)
sonia_8.0,f,Navsari,Gujarat,62,"Drunk driving, Violation of traffic signals"
captain,f,Ahmadnagar,Maharashtra,70,"Partition suits, Robbery (Sec 392)"
bharti_8.0,f,Jabalpur,Madhya Pradesh,42,"Criminal breach of trust (Sec 405), Counterfeiting currency (Sec 489A), Criminal contempt"
shashi pal,m,Jaipur,Rajasthan,57,"Money laundering, Criminal misappropriation (Sec 403), Culpable homicide (Sec 304)"
ravish kumar,m,Imphal,Manipur,57,Atrocities against SC/ST (SC/ST Act)
kasim_1.0,m,Shillong ,Meghalaya,53,"Money laundering, Breach of contract, Abetment of suicide (Sec 306)"
raj kumar_8.0,m,Bhuj,Gujarat,21,"Atrocities against SC/ST (SC/ST Act), Cruelty by husband or relatives (Sec 498A)"
poonam_29.0,f,Bhubaneshwar,Odisha,66,"Assault (Sec 351), Waging war against the Government (Sec 121), Murder (Sec 302)"
mnoj sethi,m,Budaun,Uttar Pradesh,76,Cyber stalking
jeba,f,Sirsa,Haryana,58,"Assault (Sec 351), Criminal breach of trust (Sec 405)"
akash sharma,m,Parbhani,Maharashtra,30,Dacoity (Sec 395)
mahkar,m,Patna,Bihar,73,Drunk driving
sinaa bnau,f,Bhagalpur,Bihar,74,Narcotic Drugs and Psychotropic Substances offences (NDPS Act)
janid minjh,f,Silchar,Assam,52,"Criminal misappropriation (Sec 403), Land encroachment"
ashwani,m,Davangere,Karnataka,54,"Sedition (Sec 124A), Atrocities against SC/ST (SC/ST Act)"
anju_17.0,f,Bamanpuri,Uttar Pradesh,29,"Cyber stalking, Extortion (Sec 383)"
joyti_1.0,f,Firozabad,Uttar Pradesh,65,"Cruelty by husband or relatives (Sec 498A), Divorce and matrimonial issues"
tulsiram_1.0,m,Chennai,Tamil Nadu ,60,"Bigamy (Sec 494), Drunk driving, Criminal breach of trust (Sec 405)"
sangeeta_19.0,f,Vishakhapatnam,Andhra Pradesh,59,"Overspeeding, Attempt to murder (Sec 307), Sedition (Sec 124A)"
mukul_2.0,m,Asansol,West Bengal,68,"Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Concealing intent to wage war (Sec 123)"
rukshan,m,Mirzapur,Uttar Pradesh,74,"Driving without a license, Child custody"
nisha_26.0,f,Bhubaneshwar,Odisha,30,Pollution Control Board violations
deepa_16.0,f,Ahmadnagar,Maharashtra,59,"Hacking, Kidnapping (Sec 363–369)"
usha sen,f,Udaipur,Rajasthan,38,"Money laundering, Dacoity (Sec 395)"
phoolmani,f,Bharatpur,Rajasthan,72,Data theft
suhani singhal,f,Jaipur,Rajasthan,66,"Rape (Sec 376), Fraud, Land encroachment"
nisha_27.0,f,Moradabad,Uttar Pradesh,66,Child custody
naved_1.0,m,Hisar,Haryana,29,Waging war against the Government (Sec 121)
waseem_2.0,m,Puri,Odisha,32,"Murder (Sec 302), Data theft, Dacoity (Sec 395)"
vazid,m,Mumbai,Maharashtra,40,Violation of traffic signals
mithelash,m,Adilabad,Telangana,54,"Data theft, Partition suits, Overspeeding"
shikha_2.0,f,Karur,Tamil Nadu ,29,"Murder (Sec 302), Criminal breach of trust (Sec 405), Illegal possession or use of arms (Arms Act)"
kanchan_14.0,f,Faridabad,Haryana,24,"Criminal misappropriation (Sec 403), Cruelty by husband or relatives (Sec 498A), Abetment of suicide (Sec 306)"
